#;sample;time;sensors
2;54840000;0.059816 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
3;54885966;0.114702 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
4;54867103;0.169569 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.375000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
5;54847842;0.224417 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.050000;
6;54847901;0.279264 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
7;54898877;0.334163 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
8;54841110;0.389004 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
9;54841341;0.443846 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
10;54829750;0.498676 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
11;54840110;0.553516 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
12;54846061;0.608362 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
13;54864963;0.663227 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
14;54857193;0.718084 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
15;54847601;0.772932 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
16;54860423;0.827792 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
17;54866783;0.882659 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
18;54856292;0.937515 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
19;54850712;0.992366 ;1.025000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
22;37217781;1.047227 ;1.075000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
23;54863463;1.102090 ;1.100000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
24;54840870;1.156931 ;1.100000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
25;54859023;1.211790 ;1.100000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.050000;
26;54850832;1.266641 ;1.100000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.050000;
27;54923269;1.321564 ;1.100000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
28;54841360;1.376406 ;1.100000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
29;54841321;1.431247 ;1.100000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
30;54848702;1.486096 ;1.100000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
31;54873184;1.540969 ;1.100000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
32;54860642;1.595830 ;1.100000;0.275000;0.000000;0.050000;0.050000;0.000000;0.200000;0.000000;0.000000;0.050000;0.400000;0.050000;0.275000;0.050000;0.050000;0.000000;0.000000;0.025000;
